Edad,D1_MaxD12m,DiasAtrasos_12m,AntiguedadSF_u24m,flg_Garantias,flg_SituacionLaboral,Default,flg_Clean
33,0.011859806,6,23,0,1,0,1
26,0.664343152,2,20,0,1,0,1
43,0.11050214,2,21,0,1,0,1
32,0.230051903,2,24,0,1,0,1
50,0.88719399,1,23,0,0,0,1
37,0.681485178,1,21,0,1,0,1
32,0.818482315,2,20,1,1,0,1
42,0.782141852,1,13,1,1,0,1
38,0.689277807,1,24,0,1,0,1
28,1.22E-05,1,22,0,1,0,1
43,0.148440244,1,24,0,1,0,1
40,0.104501483,2,15,0,1,0,1
33,0.588977936,1,19,0,0,0,1
35,0.627335526,2,24,0,0,0,1
43,0.98539528,0,18,0,1,0,1
45,0.295315356,2,20,0,1,0,1
40,0.006407944,2,20,0,1,0,1
33,0.743500133,2,23,0,1,0,1
31,0.331041552,3,17,0,1,0,1
32,0.99474149,1,16,0,1,0,1
41,0.995057692,2,20,0,1,0,1
40,0.881186914,3,20,0,1,0,1
41,0.088806555,0,17,0,1,0,1
41,0.982358038,1,16,0,1,0,1
33,0.972672908,1,20,0,1,0,1
46,0.213100344,2,24,0,0,0,1
51,0.617722083,1,19,0,1,0,1
44,0.362508512,5,22,0,0,0,1
40,0.925262752,2,18,0,1,0,1
43,0.969239974,1,24,0,1,0,1
42,0.929135484,1,22,0,0,0,1
40,0.984879431,3,24,0,1,0,1
46,0.005213706,2,22,0,1,0,1
47,0.383069367,4,18,0,1,0,1
45,0.265010659,1,22,0,1,0,1
40,0.278766891,1,23,0,0,0,1
33,0.001399791,5,22,0,1,0,1
41,0.000963426,2,24,1,1,0,1
39,0.999605099,6,23,0,0,0,1
37,0.474203591,1,24,0,0,0,1
46,0.229452516,2,20,1,1,0,1
35,0.903536117,2,20,0,1,0,1
47,0.234773189,1,24,0,0,0,1
41,0.606393454,5,21,0,0,0,1
51,0.417525543,1,20,0,0,0,1
40,0.076443156,1,24,0,1,0,1
34,0.011009998,2,20,0,0,0,1
38,0.05944066,1,24,0,1,0,1
42,3.29E-06,4,23,0,1,1,1
43,0.995623778,2,17,0,1,0,1
49,0.970503194,2,23,1,1,0,1
44,0.005412545,2,22,0,1,0,1
43,0.97833229,0,23,1,0,0,1
40,0.994646736,1,19,1,1,0,1
33,0.305881613,1,21,0,1,0,1
42,0.000458592,0,23,1,0,0,1
47,0.16974039,1,23,0,1,0,1
38,0.435025121,0,19,1,1,0,1
36,0.480619893,1,22,0,0,0,1
35,0.198315389,3,14,0,1,0,1
38,0.67409686,4,22,0,1,0,1
38,0.048584497,2,21,1,1,0,1
31,0.999176012,1,22,0,1,0,1
43,0.377562964,5,15,0,1,1,1
32,0.925994649,1,23,0,0,0,1
50,0.213051957,1,23,0,1,0,1
43,0.302160232,2,22,0,0,0,1
41,0.4130684,5,24,0,1,0,1
36,0.333591183,1,22,0,0,0,1
32,2.29E-06,3,20,1,1,0,1
41,0.438629803,2,24,1,1,0,1
48,0.999668491,2,17,0,1,0,1
33,0.994786594,2,24,0,1,0,1
39,0.255961444,2,23,0,1,0,1
31,0.517599274,2,22,0,1,0,1
43,0.010267461,1,24,0,1,0,1
43,0.93655951,0,24,0,1,0,1
42,0.288409881,3,23,0,1,0,1
29,0.004170249,2,22,0,0,0,1
39,0.841553554,0,21,0,1,0,1
40,0.78124822,1,22,1,1,0,1
48,0.982392177,2,13,0,0,0,1
38,0.000625725,3,23,1,0,0,1
36,0.743886387,2,22,0,0,0,1
43,0.040675215,0,20,0,1,0,1
42,0.911371564,1,16,0,0,0,1
47,0.961178155,3,22,0,1,0,1
45,0.258236649,2,22,0,1,0,1
38,0.963145964,1,22,0,0,0,1
36,0.480119616,4,24,0,1,0,1
50,0.987467277,2,16,0,0,0,1
50,0.21810772,1,19,1,1,0,1
39,0.028986602,1,20,0,1,0,1
34,0.29992526,2,24,0,1,0,1
25,0.000617007,0,17,1,1,0,1
50,0.931398461,2,9,0,0,1,1
44,0.128493286,2,22,0,0,0,1
37,0.994783394,2,16,0,1,0,1
33,0.331684161,1,23,0,0,0,1
38,0.964056293,3,14,0,1,0,1
51,0.751942046,0,23,1,1,0,1
33,0.004894395,3,24,0,1,0,1
51,0.191808211,1,21,0,1,0,1
45,0.033514317,1,21,0,0,0,1
44,0.886170781,2,23,1,1,0,1
48,0.986922826,2,22,0,1,0,1
37,0.999154274,5,20,0,0,0,1
32,7.41E-06,3,23,0,1,0,1
50,0.086501754,2,23,0,0,0,1
52,0.653121073,1,23,0,0,0,1
43,0.516838197,1,22,0,1,0,1
44,0.027599131,2,21,0,1,0,1
45,0.226483299,3,22,1,1,0,1
36,0.383126797,1,17,0,1,0,1
43,0.000269896,0,20,0,1,0,1
38,0.525008821,2,24,1,1,0,1
35,0.632581441,1,17,0,1,0,1
37,0.417899158,1,23,0,0,0,1
43,0.23553878,1,24,0,1,0,1
46,0.950416252,2,16,0,0,0,1
35,0.002825557,1,21,0,1,0,1
48,0.524226478,2,19,0,1,0,1
57,0.004247274,2,18,0,1,0,1
38,0.571628651,3,22,0,0,0,1
29,0.894426126,3,24,0,0,1,1
48,0.002343679,2,17,0,0,1,1
51,0.964216008,1,22,0,0,0,1
41,0.756331965,4,24,0,1,0,1
32,0.741760918,6,24,0,0,0,1
44,0.301055512,3,23,0,0,0,1
38,0.638220688,1,24,0,1,0,1
35,0.778765177,4,21,0,1,0,1
43,0.000652553,5,24,0,1,0,1
50,0.641632531,2,23,0,1,0,1
45,0.449069564,2,22,0,1,0,1
36,0.624929618,2,21,1,1,0,1
42,0.114946632,2,22,0,0,0,1
33,0.874469438,1,21,0,1,0,1
35,0.008342172,0,23,0,1,0,1
54,0.600892084,3,15,0,1,0,1
35,0.354909177,4,23,0,1,0,1
40,0.999462194,2,21,0,0,0,1
57,0.091868159,4,18,0,1,0,1
49,0.104298196,2,21,0,1,0,1
41,0.015901978,1,19,0,1,0,1
45,0.762529165,0,24,0,1,0,1
40,0.131883446,5,21,0,1,0,1
36,0.492168362,2,21,0,1,0,1
48,0.16336048,1,19,0,1,0,1
36,0.002542564,1,24,0,1,0,1
50,0.998688338,3,23,0,1,0,1
52,0.095119633,2,23,1,1,0,1
44,0.623406786,2,21,0,0,0,1
40,0.052593268,1,17,0,1,0,1
31,0.421299741,0,23,0,1,0,1
40,0.034594587,2,23,1,0,0,1
36,0.026579016,1,10,0,1,0,1
48,0.122678551,2,23,0,1,0,1
46,0.716917207,2,24,0,1,0,1
41,0.134390511,7,24,0,1,0,1
41,0.352468602,2,19,0,1,0,1
36,0.897164879,0,23,0,1,0,1
33,0.94062996,2,24,1,0,0,1
46,0.140534701,1,21,0,1,0,1
43,0.562436162,1,21,0,1,0,1
36,0.235343405,5,22,1,1,0,1
42,0.279160215,5,23,0,1,0,1
28,0.750944974,4,24,0,1,0,1
44,0.687991361,1,19,0,1,0,1
43,0.99172331,0,16,0,1,0,1
36,0.612254876,1,17,0,1,0,1
30,0.767565736,1,18,1,0,0,1
42,0.372579895,5,24,0,1,0,1
39,0.829456771,2,16,0,0,0,1
42,0.915381743,1,16,0,1,0,1
34,0.924459753,2,24,0,1,0,1
37,0.977899837,1,19,0,0,0,1
58,0.087220672,1,23,0,0,0,1
36,0.140516616,1,24,0,1,0,1
40,0.788507686,1,19,0,1,0,1
46,0.013228719,2,23,0,1,0,1
39,0.239428353,1,22,0,1,0,1
38,0.942032332,0,13,1,0,0,1
33,0.001673201,3,24,0,1,0,1
38,0.36849968,2,15,0,1,0,1
34,0.079084727,2,24,0,1,0,1
41,0.506171369,2,17,0,1,0,1
39,0.990048892,4,14,0,1,0,1
32,0.160768966,1,22,0,0,0,1
33,0.063950443,5,23,1,1,0,1
30,0.039504102,4,22,0,1,0,1
36,0.206227729,1,24,0,0,0,1
43,0.0438684,1,19,0,0,0,1
41,0.936262097,4,19,1,1,0,1
40,0.072764052,3,24,1,1,0,1
38,0.775166521,6,23,0,1,0,1
35,0.573591765,4,16,0,1,0,1
36,0.101252514,0,24,0,1,0,1
35,0.414296404,0,23,0,1,0,1
41,0.98629776,1,23,0,1,0,1
57,0.743549077,1,23,0,1,0,1
35,0.956776126,1,23,0,1,0,1
37,0.108469917,1,18,0,1,0,1
37,0.316036662,2,24,0,0,0,1
32,0.003079076,2,22,0,1,0,1
38,0.04973881,1,24,0,1,0,1
45,0.038812673,7,19,1,1,1,1
32,0.044939513,1,19,0,0,0,1
36,7.24E-05,4,19,0,0,0,1
46,0.055180869,1,21,0,0,0,1
39,0.622268702,1,16,0,1,0,1
37,0.66000084,2,15,0,1,0,1
33,0.067966784,0,20,0,1,0,1
36,0.460842416,1,23,0,1,0,1
42,0.003069461,1,24,1,1,0,1
38,0.168307928,1,22,0,1,0,1
29,0.186084878,3,24,0,1,0,1
49,0.87100331,2,22,0,1,0,1
43,0.238843149,1,22,0,1,0,1
44,0.76182242,3,22,0,0,0,1
38,0.709369655,3,23,0,1,0,1
36,0.006246813,0,24,0,1,0,1
41,0.332249983,0,21,0,1,0,1
35,0.319975242,2,11,1,1,0,1
45,0.008871211,2,22,0,1,0,1
53,0.526615583,3,23,0,1,0,1
33,0.314865883,5,22,0,0,0,1
36,0.254934555,2,23,0,1,0,1
49,0.090877365,1,21,0,1,0,1
42,0.567076636,2,21,0,1,0,1
39,0.998468398,2,18,0,0,0,1
43,0.191436082,0,24,0,1,0,1
29,0.999677731,1,24,0,0,0,1
39,0.631375693,2,24,1,1,0,1
40,0.180325092,1,24,0,0,0,1
34,0.313693895,1,23,0,0,0,1
28,0.004720954,1,14,0,1,0,1
40,0.99173432,3,22,0,1,0,1
42,0.004796988,1,12,0,1,0,1
39,0.119939786,3,24,0,1,0,1
43,0.616732232,1,14,0,0,0,1
40,0.146605606,0,22,0,1,0,1
40,0.316715607,0,22,0,0,0,1
34,0.031059417,1,17,0,1,0,1
37,0.580425802,4,13,0,1,0,1
46,0.099673513,2,20,0,0,0,1
36,0.961460478,1,23,0,1,0,1
35,0.036686403,2,22,0,0,0,1
47,0.905410989,2,19,0,0,0,1
39,0.62756259,3,19,0,1,0,1
32,0.029895896,0,23,1,1,0,1
40,0.161605701,2,22,1,1,0,1
40,0.800686666,2,15,0,1,1,1
34,0.241519506,1,16,0,1,1,1
34,0.002024171,0,19,0,1,0,1
37,0.363558637,2,22,0,1,0,1
43,0.835342786,0,22,0,1,0,1
50,0.002531004,1,19,0,1,0,1
39,0.944198461,1,21,0,1,0,1
33,0.897238708,2,22,0,1,0,1
36,0.999976472,3,23,0,1,0,1
48,0.994796223,0,22,0,0,0,1
42,0.999823405,1,23,0,0,0,1
39,0.089866251,2,22,0,1,0,1
38,0.098551604,1,24,0,0,0,1
40,0.089215508,4,21,0,0,0,1
33,0.740374193,3,23,0,1,0,1
51,0.879156663,3,24,0,1,0,1
29,0.019716423,2,24,0,0,0,1
42,0.10255302,1,24,0,1,0,1
37,0.000375364,1,23,0,1,0,1
50,0.273513826,3,21,1,1,0,1
49,0.920703913,2,24,0,1,0,1
42,0.25211207,2,23,0,1,0,1
44,0.647230137,1,23,0,1,0,1
40,0.340400975,2,20,0,0,0,1
36,0.011011747,1,20,0,1,0,1
39,0.719693661,2,24,1,0,0,1
43,0.000754267,3,21,0,1,0,1
31,0.07096829,1,23,1,1,0,1
37,0.001261861,1,24,0,1,0,1
37,0.089845529,1,18,0,1,0,1
29,0.2170989,1,23,0,1,0,1
49,0.894533249,2,22,1,1,0,1
47,0.418123013,2,17,1,1,0,1
42,0.998957314,1,19,0,1,0,1
47,0.17235885,3,23,0,1,0,1
40,0.111411789,1,24,0,0,0,1
45,0.956071367,3,24,1,1,0,1
34,0.218612721,1,21,1,1,0,1
31,0.855269673,2,17,0,0,0,1
48,0.868692342,1,24,0,0,0,1
41,0.057267958,2,17,1,0,0,1
50,0.906342842,1,20,0,0,0,1
41,0.002682879,2,24,0,1,0,1
41,0.871055255,1,19,0,0,0,1
35,0.194941005,2,22,0,1,0,1
40,0.983451965,1,21,0,1,0,1
41,0.134095484,2,20,0,0,0,1
43,0.514877921,3,24,0,0,0,1
40,0.092081377,3,17,0,1,0,1
37,0.050998103,1,21,0,1,0,1
43,0.002475793,2,20,0,1,0,1
41,3.20E-05,3,20,1,1,0,1
40,0.986206091,1,24,0,1,0,1
36,0.230774461,0,18,0,1,0,1
46,0.71389612,6,22,0,1,0,1
32,0.011916726,3,23,0,0,0,1
37,0.556822481,1,24,0,1,0,1
44,0.008899264,2,20,0,0,0,1
40,0.998576279,2,24,0,1,1,1
45,0.902371851,2,24,0,0,1,1
32,0.66815802,1,20,0,1,0,1
53,0.999520821,1,23,0,0,0,1
38,0.818578819,1,23,1,1,0,1
49,0.025179905,2,20,0,0,0,1
41,0.844999261,7,18,0,1,0,1
51,0.135458302,1,23,0,1,0,1
42,0.752500476,3,21,1,1,0,1
35,0.009117426,0,24,0,1,0,1
41,0.489502493,0,20,0,1,0,1
44,0.060307441,1,24,0,1,0,1
33,0.776447329,2,15,1,0,0,1
43,0.030695739,1,21,0,1,0,1
38,0.856847041,1,23,0,1,0,1
34,0.987071756,2,19,0,1,0,1
33,0.65462764,2,24,0,1,0,1
35,0.99956079,2,24,0,1,0,1
44,0.053785436,2,22,0,0,0,1
31,0.020550397,5,21,1,0,0,1
32,0.334242976,2,21,0,1,0,1
42,0.669742862,2,16,0,1,0,1
35,0.132579134,3,22,0,1,0,1
34,0.00934933,3,20,0,1,0,1
39,0.097515147,5,20,0,1,0,1
34,0.923805688,2,24,0,1,0,1
33,0.031786806,1,21,0,1,0,1
29,0.586589587,1,21,0,0,0,1
29,0.878617845,1,19,0,0,0,1
38,0.979167149,5,19,0,0,0,1
47,0.383499999,2,22,1,0,0,1
38,0.399774602,2,23,0,1,0,1
35,0.934828807,2,17,0,0,1,1
51,0.713430885,1,24,0,0,0,1
42,0.532911474,1,22,0,0,0,1
35,0.779171241,1,23,0,0,0,1
30,0.33552649,5,22,0,1,0,1
44,0.004834278,4,23,0,1,0,1
39,0.004018991,1,24,0,1,0,1
31,0.876092932,2,23,0,1,0,1
45,0.82624084,1,17,1,0,0,1
35,7.60E-05,3,24,1,0,0,1
35,0.140324747,1,23,0,1,0,1
45,0.162467496,1,19,1,1,0,1
32,0.632093516,3,22,0,1,1,1
46,0.248878284,7,22,0,0,0,1
50,0.129183211,3,23,1,0,0,1
48,0.015171813,1,21,0,1,0,1
36,0.994169879,1,14,0,1,0,1
35,0.975425023,2,19,1,1,0,1
37,0.146016065,6,22,0,1,0,1
42,0.298516378,1,22,1,1,0,1
45,0.465190608,1,23,0,0,0,1
35,0.685194535,3,22,0,1,0,1
40,0.003978731,3,24,0,1,0,1
40,0.218505672,2,14,0,1,0,1
44,0.940435168,1,20,0,1,0,1
42,0.400199461,1,22,0,0,0,1
37,0.978609265,1,22,1,1,0,1
42,0.141868945,1,23,0,0,0,1
31,0.256885886,1,23,0,1,0,1
56,0.826877848,0,23,0,1,0,1
48,0.944117029,1,24,0,0,0,1
47,0.076336983,0,21,0,1,0,1
36,0.092204124,2,22,0,0,0,1
38,0.005274657,1,11,0,0,0,1
51,0.909239323,2,18,0,1,0,1
36,0.340590567,3,18,0,1,0,1
43,0.412578669,1,21,0,1,0,1
42,0.436483183,6,23,0,1,0,1
31,0.278495145,1,24,1,1,0,1
37,0.147858536,3,22,0,0,0,1
39,0.201857405,1,21,0,1,0,1
44,0.341411039,4,24,0,1,0,1
45,0.510158809,1,17,0,0,0,1
49,0.969028512,1,18,0,1,0,1
37,0.629927045,2,24,0,1,0,1
45,0.921570542,1,22,0,0,0,1
34,0.000214589,1,7,0,1,0,1
37,0.98781703,5,24,0,1,0,1
50,0.015229576,5,13,0,0,0,1
29,0.552702473,3,21,0,1,0,1
43,0.569190665,2,19,0,1,0,1
40,0.874724059,1,22,1,1,0,1
50,0.167752459,1,24,0,1,0,1
45,0.064519139,2,24,0,1,0,1
34,0.358002326,0,19,0,0,0,1
49,0.157009357,6,24,0,1,0,1
34,0.872794447,1,23,1,1,0,1
28,0.086638802,3,24,0,0,0,1
38,0.05929882,1,23,0,1,0,1
49,0.43386591,1,23,0,1,0,1
42,0.567310454,3,23,0,0,0,1
35,0.455950947,3,20,0,0,0,1
48,0.027777515,0,22,0,1,0,1
52,0.182731665,3,15,0,1,0,1
37,0.754437853,2,19,0,0,0,1
39,0.382538633,1,24,0,1,0,1
36,0.846640068,1,24,0,1,0,1
37,0.94184038,1,21,0,0,0,1
32,0.275011322,3,19,0,1,0,1
34,0.999697873,1,22,0,1,0,1
47,0.35146022,1,18,0,1,0,1
46,0.948344783,1,20,0,1,1,1
29,0.697233807,1,23,0,1,0,1
48,0.111665285,3,23,0,1,0,1
52,0.397270608,1,23,0,1,0,1
47,0.708589717,2,24,0,1,0,1
35,0.998758289,3,23,0,1,0,1
50,0.039957201,0,14,0,1,0,1
39,0.006403913,3,23,0,0,0,1
45,0.994272378,0,24,0,1,0,1
51,0.004027005,3,24,1,0,0,1
51,0.127779511,1,23,0,1,0,1
36,0.985055214,1,16,0,0,1,1
45,0.880873023,1,24,0,1,0,1
33,0.11345822,3,23,1,1,0,1
58,0.000911124,1,24,0,0,0,1
42,0.056978313,1,14,0,1,0,1
37,0.985091043,2,23,1,0,0,1
43,0.879619129,0,23,0,0,0,1
48,0.576308283,1,16,0,0,0,1
37,0.922737645,2,21,0,1,0,1
42,0.052015165,0,24,0,0,0,1
45,0.751774766,4,23,0,1,0,1
38,0.063962402,4,24,0,1,0,1
35,0.028561098,1,17,0,1,0,1
39,0.999033917,1,20,1,1,0,1
39,0.776348825,1,24,0,1,0,1
46,0.704293016,1,24,0,0,0,1
43,0.979667994,2,15,0,1,0,1
36,0.676647338,1,21,0,1,0,1
42,0.669127051,4,22,0,0,0,1
27,0.988595502,3,24,0,1,0,1
28,0.288947639,1,15,0,1,0,1
47,0.003583251,2,20,0,1,0,1
46,0.007786636,1,18,0,1,0,1
36,0.919109353,2,22,1,1,0,1
36,0.939919366,1,18,0,1,0,1
46,0.751193191,1,23,0,1,0,1
43,0.87452065,1,19,0,1,0,1
41,0.153127206,4,24,1,1,0,1
44,0.051799306,3,22,0,1,0,1
55,0.999957017,3,19,0,0,1,1
34,0.029759945,2,16,0,1,0,1
37,0.590863576,1,20,1,1,0,1
41,0.024919018,1,21,0,1,0,1
44,0.370797374,1,24,1,0,0,1
43,0.505778757,2,17,0,1,0,1
29,0.443569016,3,24,0,0,0,1
36,0.073902768,2,18,0,1,0,1
46,0.069347938,2,20,1,1,0,1
42,0.065127263,2,18,0,0,0,1
42,0.928991578,2,16,1,1,0,1
34,0.009357777,1,22,0,1,0,1
49,0.037585435,3,23,0,1,0,1
34,0.44801404,0,19,0,1,0,1
47,0.964486851,1,19,0,1,0,1
44,0.470640953,2,16,0,0,1,1
41,0.002081984,1,21,0,0,0,1
43,0.703130391,4,16,1,0,0,1
47,0.537476669,2,24,0,1,0,1
38,0.11023425,3,24,0,1,0,1
35,0.376943225,1,21,1,1,0,1
53,0.097941412,2,23,0,1,0,1
42,0.389896326,1,22,0,1,0,1
54,0.711974009,4,24,0,1,0,1
49,0.969949713,2,18,0,0,0,1
38,0.994882507,1,18,0,1,0,1
36,0.675082676,2,21,0,1,1,1
46,0.329909982,0,9,1,0,0,1
34,0.046896591,0,23,0,1,0,1
30,0.957157462,1,10,0,1,0,1
35,0.876965001,7,23,1,0,0,1
42,0.13322202,2,17,0,1,0,1
40,0.310390743,1,20,1,1,0,1
47,0.463928441,3,11,0,0,0,1
43,0.535347687,2,19,0,1,0,1
35,0.189764821,2,24,0,1,0,1
28,0.322269898,0,21,0,0,0,1
45,0.207197388,1,22,0,1,0,1
49,0.389126761,0,16,1,1,0,1
35,0.044467069,3,21,0,1,0,1
58,0.164349426,3,21,0,0,0,1
28,0.207763548,3,11,0,1,0,1
41,0.684901135,1,24,0,1,0,1
36,0.034811306,2,21,0,0,0,1
36,0.053190577,0,20,0,1,0,1
36,0.358844411,0,15,0,0,0,1
43,0.046457406,0,24,0,1,0,1
44,0.056758157,2,23,0,1,0,1
55,0.768902812,3,23,1,1,0,1
46,0.016359612,2,24,0,1,0,1
41,0.088731616,0,22,0,0,0,1
36,0.246042698,4,22,0,1,0,1
56,0.620790131,1,19,1,1,0,1
34,0.792450123,2,17,0,0,0,1
37,0.004005649,2,24,1,1,0,1
46,0.853578919,1,22,0,1,0,1
39,0.876436052,1,18,0,1,0,1
42,0.773317491,1,17,1,0,0,1
31,0.845905106,3,24,0,1,0,1
52,0.999890021,3,24,0,1,0,1
58,0.935683376,2,22,1,0,0,1
41,0.680367818,3,20,0,1,0,1
36,0.000532514,1,23,0,0,0,1
32,0.231914321,2,23,1,1,0,1
43,0.625530294,1,24,0,0,0,1
42,0.475387744,2,19,0,1,0,1
40,0.719746237,3,22,0,1,0,1
34,0.010285526,1,20,0,1,0,1
33,0.543625792,1,22,0,0,0,1
49,0.003119392,5,18,0,0,0,1
30,0.99852279,2,18,1,1,0,1
31,0.119474436,2,21,0,1,0,1
37,0.684488046,3,20,0,1,0,1
40,0.99484058,2,21,0,0,0,1
39,0.957933336,2,23,0,1,1,1
48,0.47288589,2,22,0,0,0,1
40,0.896770447,2,17,0,1,0,1
34,0.999433648,2,13,0,1,0,1
27,0.848740484,1,18,0,1,0,1
39,0.07433232,2,23,1,1,0,1
42,0.046059673,1,17,1,1,0,1
37,0.64894845,2,18,0,0,0,1
32,0.042125043,2,22,0,1,0,1
41,0.381715206,1,12,1,1,0,1
34,0.522346945,1,24,1,0,0,1
35,0.996368841,1,21,0,1,0,1
28,0.164274073,2,24,0,1,0,1
40,0.067187542,3,19,0,1,0,1
35,0.581561236,3,23,0,1,0,1
36,0.383588235,1,24,0,1,0,1
46,0.28024235,1,24,0,1,0,1
33,0.931207886,1,23,1,1,0,1
34,0.779103693,2,24,1,0,0,1
45,0.651795165,1,24,1,1,0,1
49,0.14578394,1,24,0,1,0,1
47,0.111000257,1,23,0,1,0,1
35,0.833348237,3,24,0,1,0,1
34,0.262796659,1,24,0,1,0,1
38,0.748469776,10,16,0,0,0,1
41,0.336780069,1,18,0,1,0,1
45,0.983837445,0,20,0,1,0,1
28,0.824150696,1,18,1,0,0,1
26,0.00291431,2,23,1,1,0,1
37,0.192723698,3,24,0,1,0,1
56,0.276411047,3,24,0,1,0,1
40,0.97264617,3,22,0,0,1,1
32,0.655698349,3,17,0,1,0,1
35,0.118283329,1,24,0,1,0,1
37,0.396588093,0,23,0,1,0,1
48,0.253523068,2,19,0,1,0,1
33,0.229657408,1,21,1,0,0,1
45,0.295722619,2,20,0,1,0,1
44,0.02447991,2,17,0,1,0,1
42,0.062439336,3,22,0,1,0,1
39,0.010567459,2,24,0,0,0,1
36,0.671817945,1,23,0,0,0,1
45,4.18E-05,1,17,0,1,0,1
41,0.956672064,2,24,1,1,0,1
34,0.997897655,3,21,0,1,0,1
53,0.65483444,1,20,0,0,0,1
44,0.582053433,1,23,1,0,0,1
43,0.795492235,0,21,0,1,0,1
47,0.546451694,0,23,0,1,0,1
41,0.926144161,6,20,0,1,0,1
42,0.023254901,3,24,0,1,0,1
34,0.392277634,2,14,0,1,0,1
47,0.045345714,0,22,0,1,0,1
36,0.503694486,3,16,0,1,0,1
40,0.077349498,3,24,0,1,0,1
51,0.848195257,1,24,1,1,0,1
31,0.999961056,1,24,1,1,0,1
33,0.934404197,1,19,0,0,0,1
36,0.230135544,1,18,1,1,0,1
42,0.532234927,1,13,1,0,0,1
45,0.103224684,1,19,0,1,0,1
34,0.810066698,0,19,0,1,0,1
36,0.190905059,1,23,0,1,0,1
34,0.001156339,3,19,0,1,0,1
44,0.681506477,1,20,0,1,0,1
35,0.566681465,2,23,0,0,0,1
39,0.031012481,4,19,0,0,0,1
53,0.668655326,4,19,0,1,0,1
34,0.628266998,0,19,0,1,0,1
34,0.906723798,1,22,0,1,0,1
39,0.879961855,2,19,0,1,0,1
31,0.773287124,4,22,1,1,0,1
36,0.659157356,2,19,0,1,0,1
34,0.568785892,3,24,0,0,0,1
43,0.999936703,2,22,0,1,0,1
39,0.143647888,1,23,0,0,0,1
40,0.016650821,1,21,0,0,0,1
31,0.457498568,2,24,0,0,0,1
31,0.954789942,1,20,0,0,0,1
39,0.014209604,0,20,1,1,0,1
47,0.815041838,1,24,0,0,0,1
37,0.021338665,1,24,1,1,0,1
24,0.001555465,1,21,1,0,0,1
43,0.034622695,3,22,0,1,0,1
33,0.94902866,2,24,0,0,0,1
37,0.981311129,0,24,0,1,0,1
30,0.943686047,0,19,0,1,0,1
36,0.842428205,1,12,0,1,0,1
31,0.806071428,4,20,1,1,0,1
41,0.099741558,1,24,1,1,0,1
36,0.373292218,3,24,1,1,0,1
38,0.147518634,1,17,0,0,0,1
44,0.976412775,0,24,0,1,0,1
36,0.981768731,0,24,1,0,0,1
53,0.002971622,1,21,1,0,0,1
36,0.724870135,1,20,1,0,0,1
40,0.30822443,2,20,0,0,0,1
27,0.00094298,1,22,0,1,0,1
32,0.103364946,4,24,0,1,0,1
40,0.966784017,7,23,0,1,0,1
49,0.382204182,2,19,0,0,0,1
40,0.005440428,2,24,1,0,0,1
49,0.97111415,3,21,0,0,0,1
37,0.88171478,1,24,0,1,0,1
40,0.968186255,1,24,0,1,1,1
37,0.519138626,1,18,1,1,0,1
48,0.910994885,1,23,0,1,0,1
46,0.250207364,2,22,0,1,0,1
45,0.158804482,3,19,0,1,1,1
44,0.813750827,1,23,0,1,0,1
32,0.251452793,2,22,0,1,0,1
32,1,1,24,1,0,0,1
37,0.034226371,3,21,1,1,0,1
41,0.395442949,3,21,0,1,0,1
37,0.49036568,4,24,0,0,1,1
33,0.005225005,4,22,0,1,0,1
38,0.694596413,3,23,0,1,0,1
32,0.804402987,2,23,0,1,0,1
44,0.962083824,1,20,0,1,0,1
41,0.684928745,2,23,0,0,1,1
39,0.011447322,2,24,0,0,0,1
44,0.651798817,3,23,0,0,0,1
45,0.904533029,2,18,0,1,0,1
49,0.263919078,1,22,1,1,0,1
50,0.004944709,0,21,0,0,0,1
35,0.122629147,1,21,0,1,0,1
35,0.003002238,1,24,0,0,0,1
38,0.681757701,3,24,0,1,0,1
42,0.288453407,1,17,0,0,0,1
47,0.080062423,4,24,1,1,0,1
31,0.118958412,1,22,0,0,0,1
31,0.280184509,0,23,0,1,0,1
34,0.064162263,1,23,0,1,0,1
33,0.995621566,0,23,1,1,0,1
43,0.988402897,2,24,0,1,0,1
46,0.936798211,1,21,0,1,0,1
32,0.940694948,2,23,0,0,0,1
52,0.932207963,0,23,0,0,0,1
50,0.051241236,4,20,1,1,0,1
40,0.960466347,2,18,0,0,1,1
34,0.159965778,2,21,0,1,0,1
41,0.536813886,4,24,0,1,0,1
44,0.069828633,4,21,1,1,0,1
32,0.000212531,3,20,0,1,1,1
39,0.929869123,4,22,0,1,0,1
38,0.626154728,1,15,0,1,0,1
37,0.98104225,2,20,0,1,0,1
43,0.840312094,1,23,0,0,0,1
34,0.997690408,3,24,0,1,0,1
38,0.228576925,2,23,0,1,0,1
37,0.705683757,1,23,0,1,0,1
40,0.013052766,4,21,0,0,0,1
56,0.068178286,1,24,1,0,0,1
36,0.048769361,0,15,0,1,0,1
52,0.965977046,3,15,1,1,0,1
35,0.916857987,2,17,0,1,1,1
30,0.976061755,3,24,0,1,0,1
41,0.333925446,3,24,0,0,0,1
42,0.542366436,1,23,0,0,0,1
41,0.764909819,1,16,1,1,0,1
39,0.379624415,3,14,0,1,0,1
52,0.115307552,2,24,0,1,0,1
33,0.964354839,0,17,0,1,0,1
33,0.837988128,2,19,0,0,0,1
41,0.589697262,1,21,1,1,0,1
40,0.23408749,3,23,0,1,0,1
36,0.027426238,3,20,0,1,0,1
42,0.098895126,1,21,0,1,0,1
50,0.007386893,2,21,0,1,0,1
